Street,Block,Sector,Street Number,Tree No.,Species,Year Planted,Height (1951),Diameter (1951),Height (1956),Diameter (1956),Height (1959),Diameter (1959),Height (1961),Diameter (1961),Height (1967),Diameter (1967),Height (1972),Diameter (1972),Height (1977),Diameter (1977),Height (1981),Diameter (1981),Height (1982),Diameter (1982),Height (1983),Diameter (1983),Height (1984),Diameter (1984),Height (1985),Diameter (1985),Height (1986),Diameter (1986),Height (1987),Diameter (1987),Height (1988),Diameter (1988),Height (1989),Diameter (1989),Height (1990),Diameter (1990),Height (1992),Diameter (1992),Height (1993),Diameter (1993),Height (1997),Diameter (1997)
1ST AVENUE NORTH,7003-7227,NW-7 21,7211,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,7215,1,Fraxinus pennsylvanica,Spring 85,,,,,,,,,,,,,,,6,2,,,,,,,,,,,6,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,7215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,7219,1,Fraxinus pennsylvanica,Spring 89,,,,,,,,,,,,,,,,3,,,,,,,,,,,9,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,7219,2,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,7223,1,Pinus mugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,7223,2,Fraxinus pennsylvanica 'Patmore',Jun-91,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,722?,1,Fraxinus pennsylvanica,Spring 84,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,722?,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,722?,3,Fraxinus pennsylvanica,Oct. 13/93,,,,,,,,,,,,,,,8,3,,,,,,,,,,,8,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,722?,4,Fraxinus pennsylvanica,Oct. 13/93,,,,,,,,,,,,,,,8,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,7003-7227,NW-7 21,722?,5,Fraxinus pennsylvanica,Oct. 13/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6006,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6006,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6006,3,Fraxinus pennsylvanica,1982,,,,,,,,,,,,,,,9,4,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6006,4,Fraxinus pennsylvanica,1982,,,,,,,,,,,,,,,8,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6006,5,Fraxinus pennsylvanica,06/08/93,,,,,,,,,,,,,,,11,4,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6010,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,14,6,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6010,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6014,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6014,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,7,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6018,1,Fraxinus pennsylvanica,Removed,,,,,,,,,,,,,,,17,7,,,,,,,,,,,0,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6018,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6022,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6102,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6102,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6106,2,Fraxinus pennsylvanica,Dec 90 removed,,,,,,,,,,,,,,,16,7,,,,,,,,,,,18,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6110,1,error,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,2,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6110,2,error,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,2,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6114,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6114,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6206,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6206,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6210,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6210,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6214,1,Picea glauca,,,,,,,,,,,,,,,,19,9,,,,,,,,,,,21,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6214,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,16,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6218,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6218,2,Picea pungens,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6222,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6222,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6226,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6226,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6230,1,error,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6230,2,error,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,8,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6302,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6302,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6322,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,14,6,,,,,,,,,,,16,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6322,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6326,1,Betula pendula 'Youngii',,,,,,,,,,,,,,,,10,2,,,,,,,,,,,18,,,,,,,,,,,,,
1ST AVENUE NORTH,6006-6326,NW 20,6326,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6007,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6007,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6011,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6011,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6015,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6015,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6019,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,17,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6019,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6107,1,error,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,4,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6107,2,Cornus,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,5,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6111,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6111,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6207,2,Betula papyrifera,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6211,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,15,7,,,,,,,,,,,18,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6215,1,Picea pungens,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6215,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6219,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6219,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6223,1,Picea pungens,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,6,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6223,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,16,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6227,1,Betula pendula 'Youngii',,,,,,,,,,,,,,,,20,8,,,,,,,,,,,27,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6227,2,Sorbus aucuparia,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,9,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6231,1,Betula pendula 'Youngii',,,,,,,,,,,,,,,,15,5,,,,,,,,,,,18,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6231,2,Betula pendula 'Youngii',,,,,,,,,,,,,,,,14,5,,,,,,,,,,,21,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6311,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6311,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6315,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6315,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6319,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6319,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,9,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6323,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6323,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6327,1,Picea pungens,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6007-6327,20 NW-2,6327,2,Salix,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,16,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6330,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,11,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6330,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,10,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6334,1,Betula papyrifera,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,12,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6402,1,Tilia cordata,Jun-82,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6402,2,Fraxinus pennsylvanica 'Patmore',Spring 89,,,,,,,,,,,,,,,6,2,,,,,,,,,,,7,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6406,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6406,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,12,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6410,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,12,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6410,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6414,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,14,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6414,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6418,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,14,7,,,,,,,,,,,16,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6418,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6422,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6422,2,Fraxinus pennsylvanica,Oct 18/90,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6426,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6426,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6510,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,9,,,,,,,,,,,,,
1st Avenue North,6330-6510,NW-8 20,6510,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,9,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6407,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,3,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6407,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,14,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6411,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6411,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6415,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,7,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6415,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,12,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6415,3,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6415,4,Populus deltoides,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,25,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6419,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6423,1,Weigela florida,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,6,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6423,2,Weigela florida,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,6,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6503,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6503,2,Fraxinus,868,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6507,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6507,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6511,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6511,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6515,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,8,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6515,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,11,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6519,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,5,,,,,,,,,,,15,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6519,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,11,5,,,,,,,,,,,13,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6523,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6531,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6531,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,10,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,
1ST AVENUE NORTH,6407-6535,20 NW 8,6535,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,1,Ulmus americana,Dead,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5010N,4,Populus alba 'Bolleana',,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,3,Populus deltoides,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5915,4,Picea glauca,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,1,Picea pungens,Colorado spruce,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,3,Fraxinus pennsylvanica,Colorado spruce,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5939,4,,green ash,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5987,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
1ST AVENUE NORTH,"5010N, 5915-5987",NW 13,5987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5000,1,Picea glauca,,,,,,,,,,,,,,,,14,6,,,,,18,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5000,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,19,16,,,,,25,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5000,3,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,17,12,,,,,24,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5004,1,Pinus mugo,,,,,,,,,,,,,,,,5,2,,,,,5,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5004,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,23,15,,,,,25,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5008,1,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,22,17,,,,,26,,,,,,,,,,,,,,,,,,,
1st Avenue,5000 - 5300,12,5008,2,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,24,15,,,,,26,,,,,,,,,,,,,,,,,,,
