Page,Street,Block,Sector,Street Number,Tree No.,Species (raw),Species,Year Planted,Years,Height 1,Height 2,Height 3,Height 4,Diameter 1,Diameter 2,Diameter 3,Diameter 4
46,2nd avenue,4440-5300,12 W 18,4900,1,american Elm,Ulmus americana,,"1981, 1987",24,25,,,23,,,
46,2nd avenue,4440-5300,12 W 18,4900,2,american Elm,Ulmus americana,,"1981, 1987",26,26,,,21,,,
46,2nd avenue,4440-5300,12 W 18,4900,3,Colorado Spruce,Picea pungens,,"1981, 1987",17,20,,,10,,,
46,2nd avenue,4440-5300,12 W 18,4900,4,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,4900,5,Colorado Spruce,Picea pungens,,"1981, 1987",16,18,,,9,,,
46,2nd avenue,4440-5300,12 W 18,4940,1,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,4940,2,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,4940,3,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,4940,4,Colorado Spruce,Picea pungens,,"1981, 1987",22,25,,,13,,,
46,2nd avenue,4440-5300,12 W 18,4940,5,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,4940,6,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,5200,1,,,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,5200,2,Light Standard,utility,,"1981, 1987",,,,,,,,
46,2nd avenue,4440-5300,12 W 18,5200,3,apple,Malus,,"1981, 1987",3,6,,,1,,,
46,2nd avenue,4440-5300,12 W 18,5200,4,Apple,Malus,,"1981, 1987",13,18,,,9,,,
46,2nd avenue,4440-5300,12 W 18,5200,5,Weeping Birch,Betula pendula 'Youngii',,"1981, 1987",22,25,,,12,,,
46,2nd avenue,4440-5300,12 W 18,5200,6,Balsam poplar green ash,error,,"1981, 1987",4,8,,,1,,,
46,2nd avenue,4440-5300,12 W 18,5300,1,american Elm,Ulmus americana,,"1981, 1987",24,30,,,32,,,
46,2nd avenue,4440-5300,12 W 18,5300,2,american Elm,Ulmus americana,,"1981, 1987",27,30,,,28,,,
47,2nd ave.,4401,1 N. 12,4401,1,Am. Elm,Ulmus americana,,1993,18,,,,15,,,
47,2nd ave.,4401,1 N. 12,Block,2,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct. 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,South,3,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct. 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,Side.,4,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct. 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,C.B.,5,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct. 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,6,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct. 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,7,Am. Elm,Ulmus americana,,1993,9,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,8,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,9,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,10,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,11,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,12,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 6/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,13,Green Ash,Fraxinus pennsylvanica,,1993,16,,,,13,,,
47,2nd ave.,4401,1 N. 12,College.,14,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 7/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,15,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 7/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,16,Green Ash,Fraxinus pennsylvanica,,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,17,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,18,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,19,Green Ash,Fraxinus pennsylvanica,,1993,11,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,20,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 8/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,21,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 8/93,1993,10,,,,,,,
47,2nd ave.,4401,1 N. 12,College.,22,Bergeson Ash,Fraxinus pennsylvanica 'Bergeson',Oct 8/93,1993,10,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5025,1,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5025,2,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5025,3,currant,Ribes,,"1981, 1987",6,4,,,2,,,
48,2nd avenue,5025-5503,NW 8 12,5301,1,american elm,Ulmus americana,,"1981, 1987",18,22,,,22,,,
48,2nd avenue,5025-5503,NW 8 12,5301,2,american elm,Ulmus americana,,"1981, 1987",23,25,,,17,,,
48,2nd avenue,5025-5503,NW 8 12,5305,1,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5305,2,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5309,1,colorado spruce,Picea pungens,,"1981, 1987",18,24,,,12,,,
48,2nd avenue,5025-5503,NW 8 12,5309,2,colorado spruce,Picea pungens,,"1981, 1987",20,25,,,15,,,
48,2nd avenue,5025-5503,NW 8 12,5313,1,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5313,2,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5317,1,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5317,2,colorado spruce,Picea pungens,,"1981, 1987",28,30,,,24,,,
48,2nd avenue,5025-5503,NW 8 12,5321,1,american elm,Ulmus americana,,"1981, 1987",22,27,,,22,,,
48,2nd avenue,5025-5503,NW 8 12,5321,2,american elm,Ulmus americana,,"1981, 1987",26,28,,,25,,,
48,2nd avenue,5025-5503,NW 8 12,5325,1,cedar,Thuja occidentalis,,"1981, 1987",4,13,,,1,,,
48,2nd avenue,5025-5503,NW 8 12,5325,2,cedar,Thuja occidentalis,,"1981, 1987",10,18,,,4,,,
48,2nd avenue,5025-5503,NW 8 12,5329,1,driveby,utility,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5329,2,Russian olive,Elaeagnus angustifolia,,"1981, 1987",22,24,,,18,,,
48,2nd avenue,5025-5503,NW 8 12,5333,1,american elm,Ulmus americana,,"1981, 1987",18,25,,,13,,,
48,2nd avenue,5025-5503,NW 8 12,5333,2,american elm,Ulmus americana,,"1981, 1987",22,27,,,27,,,
48,2nd avenue,5025-5503,NW 8 12,5337,1,american elm,Ulmus americana,,"1981, 1987",25,30,,,29,,,
48,2nd avenue,5025-5503,NW 8 12,5337,2,american elm,Ulmus americana,,"1981, 1987",25,30,,,23,,,
48,2nd avenue,5025-5503,NW 8 12,5401,1,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5401,2,american elm,Ulmus americana,,"1981, 1987",27,30,,,24,,,
48,2nd avenue,5025-5503,NW 8 12,5405,1,american elm,Ulmus americana,,"1981, 1987",25,25,,,21,,,
48,2nd avenue,5025-5503,NW 8 12,5405,2,american elm,Ulmus americana,,"1981, 1987",23,26,,,22,,,
48,2nd avenue,5025-5503,NW 8 12,5409,1,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5409,2,white spruce,Picea glauca,,"1981, 1987",33,35,,,33,,,
48,2nd avenue,5025-5503,NW 8 12,5425,1,colorado spruce,Picea pungens,,"1981, 1987",10,25,,,7,,,
48,2nd avenue,5025-5503,NW 8 12,5425,2,colorado spruce,Picea pungens,,"1981, 1987",20,26,,,18,,,
48,2nd avenue,5025-5503,NW 8 12,5425,3,colorado spruce,Picea pungens,,"1981, 1987",23,28,,,20,,,
48,2nd avenue,5025-5503,NW 8 12,5425,4,american elm,Ulmus americana,,"1981, 1987",25,30,,,21,,,
48,2nd avenue,5025-5503,NW 8 12,5425,5,colorado spruce,Picea pungens,,"1981, 1987",8,20,,,5,,,
48,2nd avenue,5025-5503,NW 8 12,5425,6,american elm,Ulmus americana,,"1981, 1987",23,26,,,27,,,
48,2nd avenue,5025-5503,NW 8 12,5503,1,american elm,Ulmus americana,,"1981, 1987",21,23,,,20,,,
48,2nd avenue,5025-5503,NW 8 12,5503,2,american elm,Ulmus americana,,"1981, 1987",23,23,,,26,,,
48,2nd avenue,5025-5503,NW 8 12,5503,3,,,,"1981, 1987",,,,,,,,
48,2nd avenue,5025-5503,NW 8 12,5503,4,american elm,Ulmus americana,,"1981, 1987",23,26,,,17,,,
48,2nd avenue,5025-5503,NW 8 12,5503,5,american elm,Ulmus americana,,"1981, 1987",20,21,,,18,,,
48,2nd avenue,5025-5503,NW 8 12,5503,6,american elm,Ulmus americana,,"1981, 1987",25,30,,,23,,,
48,2nd avenue,5025-5503,NW 8 12,5503,7,american elm,Ulmus americana,,"1981, 1987",12,17,,,,,,
49,2nd avenue,5304-5700,NW-18 12,5304,1,Colorado Spruce,Picea pungens,,"1981, 1987",23,24,,,12,,,
49,2nd avenue,5304-5700,NW-18 12,5304,2,white spruce,Picea glauca,,"1981, 1987",25,28,,,11,,,
49,2nd avenue,5304-5700,NW-18 12,5308,1,american Elm,Ulmus americana,,"1981, 1987",23,30,,,25,,,
49,2nd avenue,5304-5700,NW-18 12,5308,2,american Elm,Ulmus americana,,"1981, 1987",22,28,,,31,,,
49,2nd avenue,5304-5700,NW-18 12,5312,1,american Elm,Ulmus americana,,"1981, 1987",21,25,,,23,,,
49,2nd avenue,5304-5700,NW-18 12,5312,2,american Elm,Ulmus americana,Removed,"1981, 1987",4,0,,,1,,,
49,2nd avenue,5304-5700,NW-18 12,5316,1,colorado spruce,Picea pungens,,"1981, 1987",22,28,,,13,,,
49,2nd avenue,5304-5700,NW-18 12,5316,2,Colorado Spruce,Picea pungens,,"1981, 1987",24,30,,,12,,,
49,2nd avenue,5304-5700,NW-18 12,5320,1,american Elm,Ulmus americana,,"1981, 1987",23,28,,,25,,,
49,2nd avenue,5304-5700,NW-18 12,5320,2,american Elm,Ulmus americana,,"1981, 1987",24,27,,,23,,,
49,2nd avenue,5304-5700,NW-18 12,5324,1,american Elm,Ulmus americana,,"1981, 1987",27,28,,,24,,,
49,2nd avenue,5304-5700,NW-18 12,5324,2,american Elm,Ulmus americana,,"1981, 1987",28,27,,,28,,,
49,2nd avenue,5304-5700,NW-18 12,5328,1,american Elm,Ulmus americana,,"1981, 1987",17,21,,,19,,,
49,2nd avenue,5304-5700,NW-18 12,5328,2,american Elm,Ulmus americana,,"1981, 1987",24,27,,,25,,,
49,2nd avenue,5304-5700,NW-18 12,5332,1,american Elm,Ulmus americana,,"1981, 1987",18,22,,,15,,,
49,2nd avenue,5304-5700,NW-18 12,5332,2,american Elm,Ulmus americana,,"1981, 1987",23,25,,,17,,,
49,2nd avenue,5304-5700,NW-18 12,5332,3,manchurian Elm,Ulmus laciniata,,"1981, 1987",22,24,,,12,,,
49,2nd avenue,5304-5700,NW-18 12,5332,4,manchurian Elm,Ulmus laciniata,,"1981, 1987",25,24,,,15,,,
49,2nd avenue,5304-5700,NW-18 12,5400,1,american Elm,Ulmus americana,,"1981, 1987",21,22,,,23,,,
49,2nd avenue,5304-5700,NW-18 12,5400,2,american Elm,Ulmus americana,,"1981, 1987",25,30,,,26,,,
49,2nd avenue,5304-5700,NW-18 12,5400,3,american Elm,Ulmus americana,,"1981, 1987",17,23,,,14,,,
49,2nd avenue,5304-5700,NW-18 12,5400,4,,,,"1981, 1987",,,,,,,,
49,2nd avenue,5304-5700,NW-18 12,5400,5,american Elm,Ulmus americana,,"1981, 1987",25,27,,,21,,,
49,2nd avenue,5304-5700,NW-18 12,5400,6,american Elm,Ulmus americana,,"1981, 1987",23,25,,,18,,,
49,2nd avenue,5304-5700,NW-18 12,5500,1,american Elm,Ulmus americana,,"1981, 1987",22,25,,,17,,,
49,2nd avenue,5304-5700,NW-18 12,5500,2,american Elm,Ulmus americana,,"1981, 1987",18,23,,,17,,,
49,2nd avenue,5304-5700,NW-18 12,5500,3,Russian Olive,Elaeagnus angustifolia,,"1981, 1987",14,22,,,8,,,
49,2nd avenue,5304-5700,NW-18 12,5500,4,Russian Olive,Elaeagnus angustifolia,Removed,"1981, 1987",16,0,,,11,,,
49,2nd avenue,5304-5700,NW-18 12,5500,5,,,,"1981, 1987",,,,,,,,
49,2nd avenue,5304-5700,NW-18 12,5500,6,Weeping Birch,Betula pendula 'Youngii',,"1981, 1987",22,25,,,25,,,
49,2nd avenue,5304-5700,NW-18 12,5500,7,manitoba maple green ash,error,,"1981, 1987",23,25,,,16,,,
49,2nd avenue,5304-5700,NW-18 12,5502,1,american Elm,Ulmus americana,,"1981, 1987",21,25,,,19,,,
49,2nd avenue,5304-5700,NW-18 12,5502,2,,,,"1981, 1987",,,,,,,,
49,2nd avenue,5304-5700,NW-18 12,5502,3,american Elm,Ulmus americana,,"1981, 1987",24,25,,,13,,,
49,2nd avenue,5304-5700,NW-18 12,5502,4,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",21,23,,,15,,,
49,2nd avenue,5304-5700,NW-18 12,5700,1,Colorado Spruce,Picea pungens,,"1981, 1987",25,28,,,14,,,
49,2nd avenue,5304-5700,NW-18 12,5700,2,Colorado Spruce,Picea pungens,,"1981, 1987",23,24,,,12,,,
49,2nd avenue,5304-5700,NW-18 12,5700,3,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",17,23,,,16,,,
49,2nd avenue,5304-5700,NW-18 12,5700,4,Green Ash,Fraxinus pennsylvanica,,"1981, 1987",15,22,,,14,,,
49,2nd avenue,5304-5700,NW-18 12,5700,5,Willow green ash,error,,"1981, 1987",14,7,,,7,,,
50,2nd avenue,5665-5703,12 NW 18,5665,1,,,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5665,2,white spruce,Picea glauca,,1981,25,,,,26,,,
50,2nd avenue,5665-5703,12 NW 18,5665,3,,,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5665,4,white spruce,Picea glauca,,1981,20,,,,15,,,
50,2nd avenue,5665-5703,12 NW 18,5665,5,,,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5665,6,,,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5701,1,waterline,utility,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5701,2,american elm,Ulmus americana,,1981,23,,,,22,,,
50,2nd avenue,5665-5703,12 NW 18,5701,3,white spruce,Picea glauca,,1981,12,,,,5,,,
50,2nd avenue,5665-5703,12 NW 18,5701,4,,,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5701,5,,,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5701,6,american elm,Ulmus americana,,1981,26,,,,26,,,
50,2nd avenue,5665-5703,12 NW 18,5703,1,fence,utility,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5703,2,fence,utility,,1981,,,,,,,,
50,2nd avenue,5665-5703,12 NW 18,5703,3,apple,Malus,,1981,7,,,,3,,,
50,2nd avenue,5665-5703,12 NW 18,5703,4,mountain ash,Sorbus aucuparia,,1981,6,,,,3,,,
50,2nd avenue,5665-5703,12 NW 18,5703,5,,,,1981,,,,,,,,
51,2nd avenue,3030 - 3110,3,3030,1,Green Ash,Fraxinus pennsylvanica,,1981,11,,,,5,,,
51,2nd avenue,3030 - 3110,3,3030,2,American Elm,Ulmus americana,,1981,17,,,,13,,,
51,2nd avenue,3030 - 3110,3,3030,3,American Elm,Ulmus americana,,1981,20,,,,14,,,
51,2nd avenue,3030 - 3110,3,3110,1,,,,1981,,,,,,,,
51,2nd avenue,3030 - 3110,3,3110,2,Removed,removed,,1981,4,,,,2,,,
51,2nd avenue,3030 - 3110,3,3110,3,Green Ash,Fraxinus pennsylvanica,,1981,6,,,,2,,,
51,2nd avenue,3030 - 3110,3,3110,4,Weeping Birch,Betula pendula 'Youngii',,1981,5,,,,2,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3508,1,white spruce,Picea glauca,,"1981, 1987",18,20,,,10,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3508,2,white spruce,Picea glauca,,"1981, 1987",20,22,,,13,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3508,3,,,,"1981, 1987",,,,,,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3512,1,white spruce,Picea glauca,Removed,"1981, 1987",7,0,,,4,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3512,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",21,8,,,21,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3512,3,manchurian elm,Ulmus laciniata,,"1981, 1987",24,28,,,20,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3512,4,american elm,Ulmus americana,,"1981, 1987",20,23,,,20,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3700 PARKDALE GROCERY,1,manchurian elm,Ulmus laciniata,,"1981, 1987",24,27,,,27,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3700 PARKDALE GROCERY,2,manchurian elm,Ulmus laciniata,,"1981, 1987",20,20,,,9,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3700 PARKDALE GROCERY,3,,,,"1981, 1987",,,,,,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3700 PARKDALE GROCERY,4,,,,"1981, 1987",,,,,,,,
52,2nd avenue,3508-Parkdale Grocery,NW 4,3700 PARKDALE GROCERY,5,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3901,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3901,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3901,3,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3901,4,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3901,5,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3907,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3907,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3915,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3915,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3919,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3919,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3925,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3925,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3931,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3931,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3937,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,3937,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4001,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4001,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4007,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4007,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4015,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4015,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4019,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4019,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4023,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4023,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4031,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4031,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4037,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4037,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4041,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4041,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4101,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4101,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4107,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4107,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4115,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4115,2,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4119,1,,,,"1981, 1987",,,,,,,,
53,2nd avenue,3901-4119,4 NW 15,4119,2,,,,"1981, 1987",,,,,,,,
54,2nd avenue,4125,4 NW 15,4125,1,,,,"1981, 1987",,,,,,,,
54,2nd avenue,4125,4 NW 15,4125,2,,,,"1981, 1987",,,,,,,,
55,3rd avenue north,2804-3116,NW 16 5,2804,1,American Elm,Ulmus americana,,"1981, 1987",26,27,,,25,,,
55,3rd avenue north,2804-3116,NW 16 5,2804,2,American Elm,Ulmus americana,,"1981, 1987",22,23,,,17,,,
55,3rd avenue north,2804-3116,NW 16 5,2808,1,American Elm,Ulmus americana,,"1981, 1987",21,23,,,15,,,
55,3rd avenue north,2804-3116,NW 16 5,2808,2,American Elm,Ulmus americana,,"1981, 1987",24,26,,,21,,,
55,3rd avenue north,2804-3116,NW 16 5,2812,1,American Elm,Ulmus americana,,"1981, 1987",26,26,,,24,,,
55,3rd avenue north,2804-3116,NW 16 5,2812,2,American Elm,Ulmus americana,,"1981, 1987",23,25,,,17,,,
55,3rd avenue north,2804-3116,NW 16 5,2816,1,,,438,"1981, 1987",,,,,,,,
55,3rd avenue north,2804-3116,NW 16 5,2816,2,Cotoneaster,Cotoneaster,,"1981, 1987",4,5,,,1,,,
55,3rd avenue north,2804-3116,NW 16 5,2820,1,American Elm,Ulmus americana,,"1981, 1987",22,24,,,13,,,
55,3rd avenue north,2804-3116,NW 16 5,2820,2,American Elm,Ulmus americana,,"1981, 1987",21,24,,,21,,,
55,3rd avenue north,2804-3116,NW 16 5,2904,1,American Elm,Ulmus americana,,"1981, 1987",18,17,,,12,,,
55,3rd avenue north,2804-3116,NW 16 5,2904,2,American Elm,Ulmus americana,,"1981, 1987",24,24,,,22,,,
55,3rd avenue north,2804-3116,NW 16 5,2908,1,American Elm,Ulmus americana,,"1981, 1987",21,24,,,17,,,
55,3rd avenue north,2804-3116,NW 16 5,2908,2,American Elm,Ulmus americana,,"1981, 1987",23,25,,,20,,,
55,3rd avenue north,2804-3116,NW 16 5,2912,1,,,,"1981, 1987",,,,,,,,
55,3rd avenue north,2804-3116,NW 16 5,2912,2,Cottonwood,Populus deltoides,,"1981, 1987",27,36,,,26,,,
55,3rd avenue north,2804-3116,NW 16 5,2916,1,American Elm,Ulmus americana,,"1981, 1987",24,29,,,18,,,
55,3rd avenue north,2804-3116,NW 16 5,2916,2,American Elm,Ulmus americana,,"1981, 1987",19,25,,,16,,,
55,3rd avenue north,2804-3116,NW 16 5,2918,1,Mountain Ash,Sorbus aucuparia,,"1981, 1987",17,20,,,14,,,
55,3rd avenue north,2804-3116,NW 16 5,2918,2,,,,"1981, 1987",,,,,,,,
55,3rd avenue north,2804-3116,NW 16 5,2924,1,,,756,"1981, 1987",,,,,,,,
55,3rd avenue north,2804-3116,NW 16 5,2924,2,Driveway,utility,,"1981, 1987",,,,,,,,
55,3rd avenue north,2804-3116,NW 16 5,2928,1,American Elm,Ulmus americana,,"1981, 1987",14,20,,,11,,,
55,3rd avenue north,2804-3116,NW 16 5,2928,2,American Elm,Ulmus americana,Manitoba Maple,"1981, 1987",17,20,,,12,,,
55,3rd avenue north,2804-3116,NW 16 5,3100,1,American Elm,Ulmus americana,,"1981, 1987",26,28,,,22,,,
55,3rd avenue north,2804-3116,NW 16 5,3100,2,Paper Birch,Betula papyrifera,,"1981, 1987",9,16,,,3,,,
55,3rd avenue north,2804-3116,NW 16 5,3104,1,American Elm,Ulmus americana,,"1981, 1987",24,28,,,18,,,
55,3rd avenue north,2804-3116,NW 16 5,3104,2,American Elm,Ulmus americana,,"1981, 1987",18,25,,,12,,,
55,3rd avenue north,2804-3116,NW 16 5,3108,1,American Elm,Ulmus americana,,"1981, 1987",27,27,,,22,,,
55,3rd avenue north,2804-3116,NW 16 5,3112,1,American Elm,Ulmus americana,,"1981, 1987",23,25,,,24,,,
55,3rd avenue north,2804-3116,NW 16 5,3112,2,American Elm,Ulmus americana,,"1981, 1987",26,26,,,21,,,
55,3rd avenue north,2804-3116,NW 16 5,3116,1,American Elm,Ulmus americana,,"1981, 1987",25,25,,,18,,,
55,3rd avenue north,2804-3116,NW 16 5,3116,2,American Elm,Ulmus americana,removed Feb 93,"1981, 1987",22,24,,,20,64,,
55,3rd avenue north,2804-3116,NW 16 5,3116,3,American Elm,Ulmus americana,,"1981, 1987",19,24,,,13,,,
55,3rd avenue north,2804-3116,NW 16 5,3116,4,American Elm,Ulmus americana,,"1981, 1987",26,26,,,24,,,
55,3rd avenue north,2804-3116,NW 16 5,3116,5,American Elm,Ulmus americana,,"1981, 1987",23,24,,,21,,,
55,3rd avenue north,2804-3116,NW 16 5,3116,6,American Elm,Ulmus americana,,"1981, 1987",21,24,,,15,,,
56,3rd avenue north,2815-3105,NW-16 5,2815,1,,,,"1981, 1984",,,,,,,,
56,3rd avenue north,2815-3105,NW-16 5,2815,2,american elm,Ulmus americana,removed,"1981, 1984",3,0,,,1,,,
56,3rd avenue north,2815-3105,NW-16 5,2815,3,american elm,Ulmus americana,,"1981, 1984",23,25,,,16,,,
56,3rd avenue north,2815-3105,NW-16 5,2815,4,american elm,Ulmus americana,,"1981, 1984",22,25,,,17,,,
56,3rd avenue north,2815-3105,NW-16 5,3105,1,american elm,Ulmus americana,Dead,"1981, 1984",26,27,,,21,,,
56,3rd avenue north,2815-3105,NW-16 5,3105,2,colorado spruce,Picea pungens,,"1981, 1984",25,30,,,22,,,
56,3rd avenue north,2815-3105,NW-16 5,3105,3,american elm,Ulmus americana,Removed,"1981, 1984",24,0,,,22,,,
